Title,Company,Posted on,Location,Experience,Skills
SQL Server/ MY SQL Database Developer,sonicsoft solutions,2025-09-20,Visakhapatnam,1-2 Years,"reports, crystal report, stored procedures, sql, database design, reporting services, sql server"
SQL-DEVELOPER,CONNECTING 2 WORK,2025-09-21,Thiruvananthapuram,6-9 Years,"triggers, sql, database"
SQL Developer,rheinbrücke it consulting pvt ltd,2025-09-20,Chennai,5-8 Years,"bi, t-sql, sql, sql developer"
SQL Developer,realizer technologies,2025-09-19,Pune,0-3 Years,"triggers, sql, database, security, sql developer, json, data structures"
SQL Engineer,"Milestone Technologies, Inc.",2025-09-14,Hyderabad,3-5 Years,"sql data feeds, oracle pl/sql, data analysis, reporting solutions, oracle sql"
SQL Engineer,"Milestone Technologies, Inc.",2025-09-14,Hyderabad,3-5 Years,"sql data feeds, oracle pl/sql, data analysis, reporting solutions, data security, oracle sql"
SQL Engineer,"Milestone Technologies, Inc.",2025-09-14,Hyderabad,3-5 Years,"oracle pl/sql, data pipelines, data analysis, reporting solutions, oracle sql"
SQL Engineer,"Milestone Technologies, Inc.",2025-09-14,Hyderabad,3-5 Years,"oracle pl/sql, data integration, data analysis, reporting solutions, oracle sql"
SQL Developer,M/s Fast and Furious Consulting,2025-09-21,Gurgaon,0-3 Years,"sql queries, sql developer, production database"
Sybase SQL,kyndryl,2025-09-23,Bengaluru,8-10 Years,"database administration, backup and recovery, security management, disaster recovery planning, performance optimization, python, sybase, putty, autosys, sybase sql, database management, postgresql, uc4, problem solving, infrastructure"
SQL Developer,Metaphor Consulting,2025-09-20,Jamshedpur,0-2 Years,"sql developer, troubleshooting, application maintenance"
SQL Developer,Best InfoSystems Ltd.,2025-09-17,Chennai,4-9 Years,sql developer
SQL DBA,INTERSOFTKK (INDIA) PVT. LTD.,2025-09-21,Bengaluru,6-9 Years,"disaster recovery, patching, database, windows nt, sql dba, technology consulting, mirroring, replication, dba, performance tuning, windows, veritas, log shipping, sql programming, sql database"
SQL Developer,LINKTAG,2025-09-21,Pune,4-7 Years,"sql developer, debugging, sql programming"
SQL DBA,E Hook Systems,2025-09-20,Delhi,5-8 Years,"replication, performance tuning, sql, database, sql dba, oracle database, log shipping, mirroring"
