Title,Company,Posted on,Location,Experience,Skills,Url,Scrape_date
Java Developer,CITI,2025-09-23,Malaysia,4-8 Years,"['spring', 'j2ee', 'python']",https://m.timesjobs.com/mobile/job-detail/java-developer-citi-malaysia-4-to-8-yrs-jobid-__PLUS__qLKp0uzEjJzpSvf__PLUS__uAgZw==&bc=+&sequence=114,2025-10-14
Senior Software Engineer- Java Backend,Paytm,2025-09-23,Mumbai,4-8 Years,"['java programming', 'spring framework', 'microservices architecture', 'restful apis', 'ci/cd pipelines', 'cloud services', 'orchestration', 'docker', 'spring boot', 'security', 'git', 'spring mvc']",https://m.timesjobs.com/mobile/job-detail/senior-software-engineer-java-backend-paytm-mumbai-bengaluru-bangalore-noida-greater-noida-4-to-8-yrs-jobid-3__PLUS__ePpvrtnNJzpSvf__PLUS__uAgZw==&bc=+&sequence=911,2025-10-14
"Software Engineering Manager(Java, AWS)",autodesk india pvt ltd,2025-09-23,Pune,10-12 Years,"['cloud services development', 'team leadership & management', 'api strategy implementation', 'agile methodologies expertise', 'lucene', 'games', 'software engineering', 'aps', 'information retrieval', 'consultant']",https://m.timesjobs.com/mobile/job-detail/software-engineering-manager-java-aws-autodesk-india-pvt-ltd-pune-10-to-12-yrs-jobid-y18oHr2La9pzpSvf__PLUS__uAgZw==&bc=+&sequence=910,2025-10-14
Software Engineer - Java PL/SQL,NIELSEN,2025-09-23,Bengaluru,5-8 Years,"['t sql development', 'code optimization', 'database troubleshooting', 'performance tuning', 'code refactoring', 'information technology', 't-sql', 'database development', 'git', 'sql developer', 'debugging', 'pl/sql', 'database security', 'svn', 'triggers']",https://m.timesjobs.com/mobile/job-detail/software-engineer-java-pl-sql-nielsen-bengaluru-bangalore-5-to-8-yrs-jobid-k7IJ71sKpyNzpSvf__PLUS__uAgZw==&bc=+&sequence=909,2025-10-14
Java Developer - C10,CITI,2025-09-23,Malaysia,2-5 Years,"['java development', 'microservices architecture', 'ci/cd pipeline', 'systems analysis', 'problem resolution', 'j2ee', 'pl/sql', 'python']",https://m.timesjobs.com/mobile/job-detail/java-developer-c10-citi-malaysia-2-to-5-yrs-jobid-zcNtSQGcS2lzpSvf__PLUS__uAgZw==&bc=+&sequence=577,2025-10-14
Senior PLSQL / Java Support Engineer,ORACLE,2025-09-23,Bengaluru,1-3 Years,"['post sales support', 'customer relationship', 'technical problem solving', 'oracle products expertise', 'volunteer', 'workforce', 'employee benefits']",https://m.timesjobs.com/mobile/job-detail/senior-plsql-java-support-engineer-oracle-bengaluru-bangalore-1-to-3-yrs-jobid-bwuXnrQqCsdzpSvf__PLUS__uAgZw==&bc=+&sequence=907,2025-10-14
Senior PLSQL / Java Support Engineer,ORACLE,2025-09-23,Bengaluru,1-3 Years,"['customer advocacy', 'technical support', 'problem resolution', 'relationship management', 'post sales support', 'volunteer', 'workforce', 'employee benefits']",https://m.timesjobs.com/mobile/job-detail/senior-plsql-java-support-engineer-oracle-bengaluru-bangalore-1-to-3-yrs-jobid-MNBVRFP15lJzpSvf__PLUS__uAgZw==&bc=+&sequence=906,2025-10-14
Senior PLSQL / Java Support Engineer,ORACLE,2025-09-23,Bengaluru,1-5 Years,"['customer support', 'technical troubleshooting', 'post sales solutions', 'customer relationships', 'problem resolution', 'volunteer', 'workforce', 'employee benefits']",https://m.timesjobs.com/mobile/job-detail/senior-plsql-java-support-engineer-oracle-bengaluru-bangalore-1-to-5-yrs-jobid-2JQFhBHZfmBzpSvf__PLUS__uAgZw==&bc=+&sequence=905,2025-10-14
Full Stack Java Cloud developer,ORACLE,2025-09-23,Bengaluru,3-5 Years,"['full stack development', 'cloud proficiency', 'java expertise', 'microservices architecture', 'debugging', 'html', 'software engineering', 'oracle', 'javascript', 'java developer']",https://m.timesjobs.com/mobile/job-detail/full-stack-java-cloud-developer-oracle-bengaluru-bangalore-3-to-5-yrs-jobid-5SZDzTmngztzpSvf__PLUS__uAgZw==&bc=+&sequence=772,2025-10-14
Technical Lead- Java Backend,Paytm,2025-09-23,Mumbai,8-12 Years,"['java development', 'spring framework', 'microservices architecture', 'database management', 'orchestration', 'docker', 'security', 'git', 'spring mvc', 'devops', 'api', 'spring boot']",https://m.timesjobs.com/mobile/job-detail/technical-lead-java-backend-paytm-mumbai-bengaluru-bangalore-noida-greater-noida-8-to-12-yrs-jobid-Yj5h7MYddndzpSvf__PLUS__uAgZw==&bc=+&sequence=646,2025-10-14
Java Full Stack Developer,ORACLE,2025-09-23,Hyderabad,5-7 Years,"['full stack development', 'spring framework', 'sql/plsql proficiency', 'linux scripting', 'docker', 'java', 'debugging', 'jpa', 'data structures', 'software engineering', 'oracle', 'weblogic', 'javascript', 'java developer']",https://m.timesjobs.com/mobile/job-detail/java-full-stack-developer-oracle-hyderabad-secunderabad-5-to-7-yrs-jobid-s9ghRl2SQoNzpSvf__PLUS__uAgZw==&bc=+&sequence=647,2025-10-14
Software Engineer - Java PL/SQL,NIELSEN,2025-09-23,Gurgaon,5-8 Years,"['t sql proficiency', 'database performance tuning', 'code maintenance & enhancement', 'troubleshooting & debugging', 'version control familiarity', 'information technology', 't-sql', 'database development', 'git', 'sql developer', 'pl/sql', 'database security', 'svn', 'triggers']",https://m.timesjobs.com/mobile/job-detail/software-engineer-java-pl-sql-nielsen-gurgaon-5-to-8-yrs-jobid-MNW5__PLUS__ixv7fBzpSvf__PLUS__uAgZw==&bc=+&sequence=781,2025-10-14
Backend - Senior Software Engineer ( Java ),Paytm,2025-09-23,Bengaluru,3-5 Years,"['server side development', 'java & spring boot', 'microservices architecture', 'performance tuning', 'senior software engineer', 'storage', 'brewing', 'api', 'rdbms', 'messaging']",https://m.timesjobs.com/mobile/job-detail/backend-senior-software-engineer-java-paytm-bengaluru-bangalore-3-to-5-yrs-jobid-dFlgbAN1z11zpSvf__PLUS__uAgZw==&bc=+&sequence=782,2025-10-14
Manager Technology - SQL/Java Developer,AT&T,2025-09-23,Bengaluru,1-4 Years,"['team leadership', 'software development', 'data modeling', 'project management', 'oss', 'java', 'apache', 'shell scripting', 'pl/sql', 'python', 'oracle', 'application support', 'unix/linux', 'security']",https://m.timesjobs.com/mobile/job-detail/manager-technology-sql-java-developer-at-t-bengaluru-bangalore-1-to-4-yrs-jobid-oz9dHumoCMFzpSvf__PLUS__uAgZw==&bc=+&sequence=784,2025-10-14
Java Script - Senior Developer,Valtech,2025-09-23,Gandhinagar,5-8 Years,"['javascript applications', 'react', 'js expertise', 'node', 'js proficiency', 'tdd approach', 'agile methodologies', 'telematics', 'docker', 'react.js', 'node.js']",https://m.timesjobs.com/mobile/job-detail/java-script-senior-developer-valtech-gandhinagar-5-to-8-yrs-jobid-38xOCqHysIdzpSvf__PLUS__uAgZw==&bc=+&sequence=546,2025-10-14
Backend - Engineering Manager ( Java ),Paytm,2025-09-23,Bengaluru,9-12 Years,"['java programming', 'microservices architecture', 'cloud migration', 'performance tuning', 'team leadership', 'storage', 'brewing', 'api', 'rdbms', 'messaging', 'spring boot']",https://m.timesjobs.com/mobile/job-detail/backend-engineering-manager-java-paytm-bengaluru-bangalore-9-to-12-yrs-jobid-um4vFgKamCxzpSvf__PLUS__uAgZw==&bc=+&sequence=535,2025-10-14
Senior Java Developer,CITI,2025-09-23,Pune,8-11 Years,"['java development', 'rest services', 'microservice architecture', 'devops practices', 'workflow processing', 'authoring', 'orchestration', 'soa', 'information technology', 'spring', 'shell scripting', 'software engineering', 'api', 'pl/sql', 'oracle', 'messaging', 'nosql', 'spring security', 'unix/linux', 'websphere', 'scala']",https://m.timesjobs.com/mobile/job-detail/senior-java-developer-citi-pune-8-to-11-yrs-jobid-9xYgIwCCTH1zpSvf__PLUS__uAgZw==&bc=+&sequence=366,2025-10-14
Lead Engineer (Java),Johnson Controls,2025-09-23,Bengaluru,7-10 Years,"['java development', 'nosql databases', 'middleware development', 'cloud technologies', 'object oriented design', 'information technology', 'rest api', 'socket programming', 'ds', 'javascript', 'soap', 'jquery', 'docker', 'git', 'linux', 'svn', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/lead-engineer-java-johnson-controls-bengaluru-bangalore-7-to-10-yrs-jobid-3aiYZBLDbCVzpSvf__PLUS__uAgZw==&bc=+&sequence=450,2025-10-14
Senior PLSQL JAVA Support Specialist,ORACLE,2025-09-23,Pune,1-2 Years,"['microservices understanding', 'incident management familiarity', 'troubleshooting proficiency', 'orchestration', 'soa', 'plsql', 'java', 'xml', 'j2ee', 'shell scripting', 'html', 'python', 'adf', 'oracle', 'javascript', 'web technologies', 'websphere', 'oid', 'docker', 'oim', 'bpel', 'cloud services']",https://m.timesjobs.com/mobile/job-detail/senior-plsql-java-support-specialist-oracle-pune-1-to-2-yrs-jobid-6o8mmYN9UTBzpSvf__PLUS__uAgZw==&bc=+&sequence=736,2025-10-14
Sr Java Developer,CITI,2025-09-23,Delhi,5-8 Years,"['java programming', 'application development', 'systems analysis', 'project management', 'performance tuning', 'rest api', 'senior programmer', 'mockito', 'sql', 'security', 'teamcity', 'junit', 'jdk', 'gradle', 'spring boot', 'splunk', 'it planning']",https://m.timesjobs.com/mobile/job-detail/sr-java-developer-citi-delhi-5-to-8-yrs-jobid-Co2oAUAzRjVzpSvf__PLUS__uAgZw==&bc=+&sequence=447,2025-10-14
Java Microservices Developer,ORACLE,2025-09-23,Bengaluru,3-5 Years,"['java application development', 'spring boot proficiency', 'microservices architecture', 'devops tools expertise', 'debugging']",https://m.timesjobs.com/mobile/job-detail/java-microservices-developer-oracle-bengaluru-bangalore-3-to-5-yrs-jobid-waBl__PLUS__F2O1FVzpSvf__PLUS__uAgZw==&bc=+&sequence=407,2025-10-14
Principal Lead Developer - Java Microservices,ORACLE,2025-09-23,Bengaluru,1-4 Years,"['java / jee', 'spring boot', 'microservices development', 'cloud development', 'automated testing', 'css', 'html5', 'j2ee', 'debugging', 'jpa', 'software engineering', 'rest', 'oracle', 'problem solving', 'team player', 'javascript']",https://m.timesjobs.com/mobile/job-detail/principal-lead-developer-java-microservices-oracle-bengaluru-bangalore-1-to-4-yrs-jobid-c2i3PAilNlpzpSvf__PLUS__uAgZw==&bc=+&sequence=740,2025-10-14
"Lead - Java Developer (Java, Spring Boot, Typescript, API & AWS)",CARRIER,2025-09-23,Hyderabad,6-10 Years,"['java development', 'api integration', 'aws cloud services', 'typescript coding', 'system architecture', 'database', 'devops', 'java developer', 'nosql', 'infrastructure', 'service design']",https://m.timesjobs.com/mobile/job-detail/lead-java-developer-java-spring-boot-typescript-api-aws-carrier-hyderabad-secunderabad-6-to-10-yrs-jobid-lF79tv3sVjBzpSvf__PLUS__uAgZw==&bc=+&sequence=714,2025-10-14
Software Engineer Specialist - Java (8-10 years) core java and Springboot,FIS,2025-09-23,Bengaluru,8-10 Years,"['core java development', 'jee applications', 'spring frameworks', 'sql database management', 'web services development', 'security', 'git', 'j2ee', 'rest', 'oracle', 'maven', 'java developer', 'spring boot', 'soap']",https://m.timesjobs.com/mobile/job-detail/software-engineer-specialist-java-8-10-years-core-java-and-springboot-fis-bengaluru-bangalore-gurgaon-8-to-10-yrs-jobid-cLzVBu2z0GJzpSvf__PLUS__uAgZw==&bc=+&sequence=715,2025-10-14
Java Backend Dev - PUNE location,Fulcrum Digital,2025-09-23,Pune,3-5 Years,"['java development', 'software testing', 'microservices architecture', 'rest api security', 'agile methodologies', 'exception handling', 'sql', 'spring', 'java ee', 'debugging', 'data structures', 'jpa', 'singleton', 'problem solving', 'spring boot', 'spring security', 'infrastructure', 'splunk']",https://m.timesjobs.com/mobile/job-detail/java-backend-dev-pune-location-fulcrum-digital-pune-3-to-5-yrs-jobid-UeTE0T5rBoZzpSvf__PLUS__uAgZw==&bc=+&sequence=741,2025-10-14
Java Technical Architect,Unisys,2025-09-23,Bengaluru,5-12 Years,"['solution design', 'enterprise applications', 'cloud services', 'microservices architecture', 'technical leadership', 'apache', 'xml', 'mysql', 'api', 'github', 'oracle', 'mq', 'maven', 'javascript', 'nosql', 'spring framework', 'soap', 'technology leadership', 'jquery', 'json', 'enterprise java', 'mongodb', 'rest', 'rdbms', 'product delivery', 'spring boot']",https://m.timesjobs.com/mobile/job-detail/java-technical-architect-unisys-bengaluru-bangalore-5-to-12-yrs-jobid-sDo5__PLUS__7hBIPFzpSvf__PLUS__uAgZw==&bc=+&sequence=403,2025-10-14
Staff Software Engineer - Java Developer,ServiceNow,2025-09-23,Hyderabad,10-13 Years,"['java programming', 'software design', 'test automation', 'code review practices', 'scalable systems', 'algorithms', 'software engineering', 'data structures', 'san', 'messaging', 'servicenow']",https://m.timesjobs.com/mobile/job-detail/staff-software-engineer-java-developer-servicenow-hyderabad-secunderabad-10-to-13-yrs-jobid-ZB5MVNL__SLASH__SuZzpSvf__PLUS__uAgZw==&bc=+&sequence=877,2025-10-14
Senior Application Developer - Java Microservices,ORACLE,2025-09-23,Pune,6-8 Years,"['web application development', 'core java/java ee', 'microservices architecture', 'oracle database expertise', 'ci/cd pipelines', 'rest api', 'sql', 'docker', 'spring', 'apache', 'git', 'junit', 'extjs', 'spring boot', 'unix/linux']",https://m.timesjobs.com/mobile/job-detail/senior-application-developer-java-microservices-oracle-pune-6-to-8-yrs-jobid-JWs__SLASH__oXabt__SLASH__1zpSvf__PLUS__uAgZw==&bc=+&sequence=839,2025-10-14
Java Developer,kyndryl,2025-09-23,Bengaluru,2-5 Years,"['software development', 'java programming', 'cloud architecture', 'api development', 'frontend technologies', 'intellij', 'sql', 'docker', 'devops', 'json', 'software engineering', 'rest', 'junit', 'github', 'maven', 'microsoft azure', 'eclipse']",https://m.timesjobs.com/mobile/job-detail/java-developer-kyndryl-bengaluru-bangalore-2-to-5-yrs-jobid-qvYUkHwdRkpzpSvf__PLUS__uAgZw==&bc=+&sequence=170,2025-10-14
"Manager, Software Engineering(Java, AWS)",autodesk india pvt ltd,2025-09-23,Pune,1-10 Years,"['cloud services development', 'object oriented analysis', 'aws technologies proficiency', 'agile/scrum methodology', 'java', 'mysql', 'api', 'aps', 'nosql', 'ooad', 'scala', 'software design', 'docker', 'security', 'database', 'iam', 'uml', 'ant', 'gradle', 'consultant', 'splunk']",https://m.timesjobs.com/mobile/job-detail/manager-software-engineering-java-aws-autodesk-india-pvt-ltd-pune-1-to-10-yrs-jobid-l9nAwYTkLC5zpSvf__PLUS__uAgZw==&bc=+&sequence=876,2025-10-14
Java Lead Engineer,Bright Vision Technologies,2025-09-23,Pune,5-10 Years,"['software development', 'microservices architecture', 'agile methodologies', 'database management', 'technical leadership', 'orchestration', 'hibernate', 'spring', 'java', 'postgresql', 'software engineering', 'jpa', 'mongodb', 'junit']",https://m.timesjobs.com/mobile/job-detail/java-lead-engineer-bright-vision-technologies-pune-5-to-10-yrs-jobid-77Jg1LK7HBFzpSvf__PLUS__uAgZw==&bc=+&sequence=394,2025-10-14
Senior Technical Lead Architect - JAVA,ORACLE,2025-09-23,Netherlands,5-10 Years,"['java software development', 'cloud solutions engineering', 'technical problem solving', 'team collaboration', 'code quality assurance', 'oracle', 'software engineering']",https://m.timesjobs.com/mobile/job-detail/senior-technical-lead-architect-java-oracle-netherlands-bengaluru-bangalore-5-to-10-yrs-jobid-GYyeKBir4LJzpSvf__PLUS__uAgZw==&bc=+&sequence=875,2025-10-14
Senior Java Engineer,Bright Vision Technologies,2025-09-23,Delhi,10-13 Years,"['java development', 'microservices architecture', 'cloud technologies', 'agile methodologies', 'database design', 'orchestration', 'hibernate', 'spring', 'postgresql', 'software engineering', 'jpa', 'mongodb', 'junit']",https://m.timesjobs.com/mobile/job-detail/senior-java-engineer-bright-vision-technologies-delhi-gurgaon-10-to-13-yrs-jobid-1Urv7zdq5ypzpSvf__PLUS__uAgZw==&bc=+&sequence=395,2025-10-14
Senior Java Microservices Developer - Bangalore,CAPCO,2025-09-23,Bengaluru,7-10 Years,"['java microservices development', 'spring boot expertise', 'api framework design', 'database', 'bpm', 'rest', 'soap']",https://m.timesjobs.com/mobile/job-detail/senior-java-microservices-developer-bangalore-capco-bengaluru-bangalore-7-to-10-yrs-jobid-YT2o6XN0IqpzpSvf__PLUS__uAgZw==&bc=+&sequence=881,2025-10-14
Java Fullstack Developer- Core banking,ORACLE,2025-09-23,Bengaluru,5-10 Years,"['full stack development', 'microservices architecture', 'java and spring boot', 'oracle and sql', 'agile methodology', 'css', 'html5', 'ajax', 'software engineering', 'python', 'javascript', 'messaging', 'soap', 'unix', 'bootstrap', 'git', 'senior software developer', 'linux', 'json', 'debugging', 'jpa', 'rest', 'svn', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/java-fullstack-developer-core-banking-oracle-bengaluru-bangalore-5-to-10-yrs-jobid-7cHIqhOBxcZzpSvf__PLUS__uAgZw==&bc=+&sequence=874,2025-10-14
Java Engineering Manager,HERE Technologies,2025-09-23,Mumbai,1-4 Years,"['machine learning development', 'data analytics solutions', 'backend application development', 'technical leadership', 'java', 'apache', 'software engineering', 'data structures', 'oracle', 'maven', 'nosql', 'spring framework', 'algorithms', 'scala', 'data extraction', 'git', 'linux', 'hadoop', 'rest']",https://m.timesjobs.com/mobile/job-detail/java-engineering-manager-here-technologies-mumbai-1-to-4-yrs-jobid-mnZY64gpngpzpSvf__PLUS__uAgZw==&bc=+&sequence=448,2025-10-14
Java Fullstack Specialist,CARRIER,2025-09-23,Hyderabad,5-8 Years,"['java full stack', 'cloud solutions', 'test driven development', 'javascript technologies', 'restful services', 'html5', 'ajax', 'sso', 'software engineering', 'java servlets', 'maven', 'nosql', 'jsp', 'exception handling', 'mockito', 'jquery', 'database', 'spring mvc', 'uml', 'oops', 'linux', 'junit', 'gradle', 'j2ee technologies']",https://m.timesjobs.com/mobile/job-detail/java-fullstack-specialist-carrier-hyderabad-secunderabad-5-to-8-yrs-jobid-vqTQRujLj7lzpSvf__PLUS__uAgZw==&bc=+&sequence=349,2025-10-14
Associate Java Support,IQVIA,2025-09-23,Chennai,1-4 Years,"['object oriented programming', 'website development', 'html and css', 'react and nodejs', 'python', 'javascript', 'ruby', 'xml', 'php', 'perl']",https://m.timesjobs.com/mobile/job-detail/associate-java-support-iqvia-chennai-1-to-4-yrs-jobid-8xtVYmD9uJRzpSvf__PLUS__uAgZw==&bc=+&sequence=449,2025-10-14
Senior JAVA Developer,CGI Information Systems and Management Consultants Pvt Ltd,2025-09-23,Chennai,6-9 Years,"['java development', 'software engineering', 'application design', 'problem solving', 'team collaboration', 'cgi', 'java developer']",https://m.timesjobs.com/mobile/job-detail/senior-java-developer-cgi-information-systems-and-management-consultants-pvt-ltd-chennai-bengaluru-bangalore-pune-hyderabad-secunderabad-6-to-9-yrs-jobid-RU9Ab__SLASH__UMNMlzpSvf__PLUS__uAgZw==&bc=+&sequence=377,2025-10-14
Analytic Scientist/ AI Developer ( Java),FICO,2025-09-23,Bengaluru,4-5 Years,"['predictive modeling', 'data analysis', 'statistical techniques', 'algorithm selection', 'data mining', 'algorithms', 'c', 'software design', 'artificial intelligence', 'security', 'java', 'perl', 'python', 'machine learning']",https://m.timesjobs.com/mobile/job-detail/analytic-scientist-ai-developer-java-fico-bengaluru-bangalore-4-to-5-yrs-jobid-Ndu__PLUS__NgAK659zpSvf__PLUS__uAgZw==&bc=+&sequence=880,2025-10-14
Java Developer,IG Group,2025-09-23,Bengaluru,3-4 Years,"['java development', 'messaging technology', 'spring boot', 'technical documentation', 'java developer', 'jdk', 'api']",https://m.timesjobs.com/mobile/job-detail/java-developer-ig-group-bengaluru-bangalore-3-to-4-yrs-jobid-ix1ROqnZUDVzpSvf__PLUS__uAgZw==&bc=+&sequence=174,2025-10-14
Full Stack Java Developer,ORACLE,2025-09-23,Hyderabad,3-5 Years,"['full stack development', 'java programming', 'sql/plsql proficiency', 'linux scripting', 'spring', 'jpa', 'data structures', 'software engineering', 'oracle', 'weblogic', 'javascript', 'java developer']",https://m.timesjobs.com/mobile/job-detail/full-stack-java-developer-oracle-hyderabad-secunderabad-3-to-5-yrs-jobid-igAOhXivPFlzpSvf__PLUS__uAgZw==&bc=+&sequence=683,2025-10-14
Java Full Stack Developer,kyndryl,2025-09-23,Bengaluru,2-4 Years,"['software development', 'problem solving', 'microservices architecture', 'unit testing', 'docker', 'oop', 'java', 'xml', 'devops', 'debugging', 'json', 'software engineering', 'rest', 'python', 'nosql', 'messaging', '.net']",https://m.timesjobs.com/mobile/job-detail/java-full-stack-developer-kyndryl-bengaluru-bangalore-2-to-4-yrs-jobid-pM4karkBjH9zpSvf__PLUS__uAgZw==&bc=+&sequence=684,2025-10-14
Staff Engineer - Java Full stack,IG Group,2025-09-23,Bengaluru,10-13 Years,"['java development', 'microservices architecture', 'restful web services', 'aws deployment', 'agile methodologies', 'css', 'orchestration', 'sql', 'spring', 'react.js', 'security', 'html', 'oracle', 'javascript', 'spring boot', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/staff-engineer-java-full-stack-ig-group-bengaluru-bangalore-10-to-13-yrs-jobid-0acO__PLUS__K0jXZdzpSvf__PLUS__uAgZw==&bc=+&sequence=879,2025-10-14
Senior Software Engineer (Java),Johnson Controls,2025-09-23,Bengaluru,4-7 Years,"['java application development', 'middleware development', 'information technology', 'rest api', 'socket programming', 'ds', 'javascript', 'nosql', 'soap', 'jquery', 'docker', 'git', 'linux', 'svn', 'infrastructure']",https://m.timesjobs.com/mobile/job-detail/senior-software-engineer-java-johnson-controls-bengaluru-bangalore-4-to-7-yrs-jobid-TOtCP2GWZE5zpSvf__PLUS__uAgZw==&bc=+&sequence=685,2025-10-14
Java Developer,kyndryl,2025-09-23,Bengaluru,2-5 Years,"['software development', 'java programming', 'frontend development', 'rest apis', 'ci/cd pipelines', 'intellij', 'sql', 'docker', 'devops', 'json', 'software engineering', 'junit', 'github', 'maven', 'microsoft azure', 'eclipse']",https://m.timesjobs.com/mobile/job-detail/java-developer-kyndryl-bengaluru-bangalore-2-to-5-yrs-jobid-GARXEa2M5B5zpSvf__PLUS__uAgZw==&bc=+&sequence=195,2025-10-14
Java Developer,kyndryl,2025-09-23,Bengaluru,2-5 Years,"['java development', 'springboot microservices', 'rest api development', 'front end development', 'ci/cd pipeline', 'intellij', 'sql', 'docker', 'devops', 'json', 'software engineering', 'junit', 'github', 'maven', 'microsoft azure', 'eclipse']",https://m.timesjobs.com/mobile/job-detail/java-developer-kyndryl-bengaluru-bangalore-2-to-5-yrs-jobid-2wF3S78baDZzpSvf__PLUS__uAgZw==&bc=+&sequence=194,2025-10-14
SR. SOFTWARE ENGINEER - JAVA,Apexon,2025-09-23,Pune,5-8 Years,"['backend development', 'microservices architecture', 'ci/cd integration', 'java springboot', 'cloud services', 'rest api', 'senior software engineer', 'devops', 'javascript', 'nosql', 'messaging', 'hl7', 'software design', 'mvc framework', 'mobile', 'machine learning']",https://m.timesjobs.com/mobile/job-detail/sr-software-engineer-java-apexon-pune-5-to-8-yrs-jobid-3t2o6r0jQQtzpSvf__PLUS__uAgZw==&bc=+&sequence=686,2025-10-14
Java UI Developer - PMTS,ORACLE,2025-09-23,Bengaluru,5-7 Years,"['software development', 'debugging applications', 'cloud solutions', 'database management', 'oracle', 'software engineering']",https://m.timesjobs.com/mobile/job-detail/java-ui-developer-pmts-oracle-bengaluru-bangalore-5-to-7-yrs-jobid-793kj0NM8h5zpSvf__PLUS__uAgZw==&bc=+&sequence=689,2025-10-14
Fullstack Java Technical Lead - IT,Flex,2025-09-23,Coimbatore,5-8 Years,"['java development', 'database administration', 'application security', 'software development life cycle', 'troubleshooting solutions', 'qa', 'ui', 'testing', 'sdlc', 'tfs', 'solution architect', 'operating system', 'uat', 'user acceptance']",https://m.timesjobs.com/mobile/job-detail/fullstack-java-technical-lead-it-flex-coimbatore-5-to-8-yrs-jobid-BjOq3mvimaxzpSvf__PLUS__uAgZw==&bc=+&sequence=878,2025-10-14
Java Microservices Developer,ORACLE,2025-09-23,Bengaluru,5-7 Years,"['java development', 'springboot framework', 'microservices architecture', 'devops tools', 'sql proficiency', 'oracle', 'debugging', 'oracle sql']",https://m.timesjobs.com/mobile/job-detail/java-microservices-developer-oracle-bengaluru-bangalore-5-to-7-yrs-jobid-F5FP4__PLUS__RGc2BzpSvf__PLUS__uAgZw==&bc=+&sequence=454,2025-10-14
Java Microservices Developer,ORACLE,2025-09-23,Bengaluru,3-5 Years,"['java application development', 'spring boot proficiency', 'microservices architecture', 'oracle', 'debugging', 'oracle sql']",https://m.timesjobs.com/mobile/job-detail/java-microservices-developer-oracle-bengaluru-bangalore-3-to-5-yrs-jobid-wa6PHaAD4gBzpSvf__PLUS__uAgZw==&bc=+&sequence=453,2025-10-14
Hiring For SCB-Selenium Java,krazy mantra hr solutions,2025-09-23,Chennai,3-5 Years,"['java development', 'selenium automation', 'bdd/cucumber testing', 'continuous integration', 'sql/pl sql', 'python', 'j2se', 'shell scripting', 'unix']",https://m.timesjobs.com/mobile/job-detail/hiring-for-scb-selenium-java-krazy-mantra-hr-solutions-chennai-bengaluru-bangalore-3-to-5-yrs-jobid-UKIGmDKsllpzpSvf__PLUS__uAgZw==&bc=+&sequence=840,2025-10-14
Java Microservices Developer,ORACLE,2025-09-23,Bengaluru,3-5 Years,"['java development', 'spring boot', 'microservices architecture', 'devops tools', 'sql queries', 'oracle', 'debugging', 'oracle sql']",https://m.timesjobs.com/mobile/job-detail/java-microservices-developer-oracle-bengaluru-bangalore-3-to-5-yrs-jobid-pwYRPw6VAjBzpSvf__PLUS__uAgZw==&bc=+&sequence=452,2025-10-14
Senior Java Developer,ORACLE,2025-09-23,Chennai,8-10 Years,"['java development', 'spring framework', 'front end development', 'rest api design', 'ci/cd pipelines', 'hibernate', 'sql', 'docker', 'database', 'git', 'postgresql', 'jpa', 'mysql', 'mongodb', 'oracle', 'maven', 'nosql', 'gradle', 'spring boot', 'spring security', 'cassandra']",https://m.timesjobs.com/mobile/job-detail/senior-java-developer-oracle-chennai-8-to-10-yrs-jobid-QqeZeqMuZndzpSvf__PLUS__uAgZw==&bc=+&sequence=451,2025-10-14
Java Developer,Arivon Technologies,2025-09-22,Bengaluru,3-8 Years,"['css', 'html5', 'jdbc', 'ajax', 'jquery', 'docker', 'spring', 'grunt', 'java', 'git', 'xml', 'j2ee', 'json', 'sockets', 'pl/sql oracle', 'maven', 'problem solving', 'extjs', 'javascript', 'java developer', 'gradle', 'spring boot', 'groovy', 'angularjs']",https://m.timesjobs.com/mobile/job-detail/java-developer-arivon-technologies-bengaluru-bangalore-3-to-8-yrs-jobid-Pt31hiyHINlzpSvf__PLUS__uAgZw==&bc=+&sequence=104,2025-10-14
Lead Java Developer,Bright Vision Technologies,2025-09-22,Delhi,5-10 Years,"['software engineering', 'microservices development', 'database design', 'agile methodologies', 'technical leadership', 'orchestration', 'hibernate', 'spring', 'java', 'postgresql', 'jpa', 'mongodb', 'junit', 'java developer']",https://m.timesjobs.com/mobile/job-detail/lead-java-developer-bright-vision-technologies-delhi-noida-greater-noida-5-to-10-yrs-jobid-DsT54NylB6FzpSvf__PLUS__uAgZw==&bc=+&sequence=273,2025-10-14
Senior Java Backend Developer,ORACLE INDIA PVT LTD,2025-09-22,Bengaluru,4-6 Years,"['springboot', 'sql', 'spring mvc', 'spring security', 'kafka', 'micro services']",https://m.timesjobs.com/mobile/job-detail/senior-java-backend-developer-oracle-india-pvt-ltd-bengaluru-bangalore-chennai-mumbai-pune-4-to-6-yrs-jobid-QLHh4Mrh__PLUS____PLUS__ZzpSvf__PLUS__uAgZw==&bc=+&sequence=941,2025-10-14
